gap_value,recorded_time
19.685973835451946,2 min
19.092827113024462,2 min
19.092827113024462,2 min
19.092827113024462,2 min
18.1004727169585,2 min
18.1004727169585,2 min
17.92898297870948,2 min
17.92898297870948,2 min
17.92898297870948,2 min
17.707212131497396,2 min
17.707212131497396,2 min
17.707212131497396,2 min
17.260349013919985,2 min
17.260349013919985,2 min
16.742764067480685,2 min
16.742764067480685,2 min
16.742764067480685,2 min
16.364692871870126,2 min
16.40302733038976,2 min
16.40302733038976,2 min
16.347289199917427,2 min
16.986778533771773,2 min
16.52361888529274,2 min
16.52361888529274,2 min
16.835523823960585,2 min
16.835523823960585,2 min
16.7996093390041,2 min
17.114139942696085,2 min
17.114139942696085,2 min
17.323964139464735,2 min
17.323964139464735,2 min
17.323964139464735,2 min
17.57619245012404,2 min
17.57619245012404,2 min
17.57619245012404,2 min
17.95992635870485,2 min
17.52217853508575,2 min
17.8963112331601,2 min
17.8963112331601,2 min
17.80748997421641,2 min
18.169881713308314,2 min
18.169881713308314,2 min
18.740373433734824,2 min
18.740373433734824,2 min
18.709915970287604,2 min
19.402723461051135,2 min
19.402723461051135,2 min
19.677195390789436,2 min
19.677195390789436,2 min
19.569863318841964,2 min
19.569863318841964,2 min
19.68278357013352,2 min
19.349742153437752,2 min
19.711928201068673,2 min
19.711928201068673,2 min
20.040129670638137,2 min
20.040129670638137,2 min
19.965675035701032,2 min
20.41163670368835,2 min
20.41163670368835,2 min
20.41163670368835,2 min
21.0685297094954,2 min
21.0685297094954,2 min
21.399151152628015,2 min
21.399151152628015,2 min
21.399151152628015,2 min
21.93262124704696,2 min
21.93262124704696,2 min
21.93262124704696,2 min
22.103699602374,2 min
22.103699602374,2 min
22.103699602374,2 min
22.165025912190416,2 min
22.165025912190416,2 min
22.42775688294627,2 min
22.42775688294627,2 min
22.39619227844797,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.50635570688057,2 min
22.813910765090235,2 min
22.813910765090235,2 min
22.813910765090235,2 min
23.222513957774183,2 min
23.222513957774183,2 min
23.222513957774183,2 min
23.222513957774183,2 min
23.222513957774183,2 min
23.224933931337333,2 min
23.224933931337333,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.307191027720677,2 min
23.061863728917523,2 min
